lead_id,client_id,company_name_raw,industry_vertical,city_id,requested_geography,anchor_screen_id,lead_source,lead_date,sales_stage_reached,lost_date,requested_start_date,requested_duration_days,requested_num_screens,indicated_budget,quoted_price_per_slot_per_day,client_target_price_per_slot_per_day,price_gap_pct,negotiation_rounds,competitor_mentioned,loss_reason,loss_reason_detail,campaign_objective,ad_type
LEAD-001227,CLI-00379,,real_estate,DAT,DAT:Kestrel Heights,DAT-SCR-003102,repeat_client_inquiry,2026-01-15,initial_inquiry,2026-01-21,2026-03-05,7,1,6862.88,,,,0,False,no_response_ghosted,Client stopped responding after initial call,frequency,Home Buying Fair Promo (Frequency)
LEAD-001228,,Harbor Developments,real_estate,LH,LH:Riverside Junction,LH-SCR-000723,inbound_call,2026-07-23,verbal_agreement,2026-08-19,2026-10-10,14,17,7230.32,49.98,,,3,False,inventory_unavailable,Corridor exclusivity request could not be honored,frequency,Home Buying Fair Promo (Frequency)
LEAD-001229,,Nature Consumer Goods,cpg,LH,LH:Old Mill District,LH-SCR-004644,inbound_call,2026-02-23,quote_sent,2026-03-02,2026-04-16,27,9,96728.5,111.93,82.83,0.3513,0,False,price_too_high,Client benchmarked against a cheaper media mix,conversion,Flavor Launch Promo (Conversion)
LEAD-001230,,Bright Learning Center,education,ACS,ACS:Windmere Park,ACS-SCR-000306,referral,2026-07-03,quote_sent,2026-07-11,2026-08-30,20,14,127904.74,28.59,23.44,0.2197,0,False,price_too_high,Client benchmarked against a cheaper media mix,conversion,Enrollment Drive (Conversion)
LEAD-001231,CLI-00066,,auto,LH,LH:Riverside Junction,LH-SCR-004569,repeat_client_inquiry,2026-01-17,negotiating,2026-02-02,2026-03-28,33,19,8000.99,56.51,58.69,-0.0371,3,True,went_with_competitor,Competitor offered a bundled multi-city rate,reach,EV Awareness Campaign (Reach)
LEAD-001232,,Highstreet Outfitters,retail,ACS,ACS:Fallowfield,ACS-SCR-000111,website_form,2025-11-15,quote_sent,2025-11-26,2026-01-16,20,1,66704.5,18.65,18.35,0.0163,0,True,went_with_competitor,Competitor offered a bundled multi-city rate,awareness,New Store Opening (Awareness)
LEAD-001233,CLI-00206,,finance,ACS,ACS:Maple Grove,ACS-SCR-000386,inbound_call,2025-09-06,initial_inquiry,2025-09-09,2025-10-28,89,8,528789.24,,,,0,False,no_response_ghosted,Client stopped responding after initial call,conversion,Wealth Management Campaign (Conversion)
LEAD-001234,,Comfort Inn & Suites,hospitality,LH,LH:East Commons,LH-SCR-002575,referral,2026-06-06,initial_inquiry,2026-06-09,2026-07-24,40,13,86056.81,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,reach,New Property Launch (Reach)
LEAD-001235,CLI-00394,,retail,DAT,DAT:Milltown,DAT-SCR-000176,repeat_client_inquiry,2026-01-31,quote_sent,2026-02-07,2026-03-03,38,1,339999.75,39.43,29.38,0.3421,0,False,price_too_high,Quoted rate exceeded client ceiling,awareness,New Store Opening (Awareness)
LEAD-001236,,Urban Boutique,retail,ACS,ACS:Windmere Park,ACS-SCR-001276,inbound_call,2025-09-14,quote_sent,2025-09-28,2025-10-28,49,1,29448.25,42.18,29.89,0.4112,0,False,budget_mismatch,Client budget was reallocated mid-quarter,reach,Loyalty Program Push (Reach)
LEAD-001237,CLI-00170,,government,ACS,ACS:Maple Grove,ACS-SCR-000045,repeat_client_inquiry,2026-01-17,initial_inquiry,2026-01-20,2026-02-23,15,1,5677.21,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,reach,Transit Service Announcement (Reach)
LEAD-001238,CLI-00186,,healthcare,ACS,ACS:Sunridge Acres,ACS-SCR-001702,repeat_client_inquiry,2025-11-21,initial_inquiry,2025-11-27,2026-01-08,18,7,60431.63,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,Open Enrollment Campaign (Reach)
LEAD-001239,,Meridian Credit Union,finance,LH,LH:North Terminus,LH-SCR-003484,referral,2026-01-15,quote_sent,2026-01-18,2026-02-16,27,5,116070.08,58.76,50.08,0.1733,0,False,price_too_high,Rate card premium on hub screens broke the budget,awareness,Digital Banking Launch (Awareness)
LEAD-001240,CLI-00208,,cpg,LH,LH:Old Mill District,LH-SCR-004443,website_form,2025-12-24,initial_inquiry,2025-12-30,2026-01-26,49,1,47052.38,,,,0,True,timing_conflict,Creative was not ready in time for requested start,awareness,Sampling Event Tie-in (Awareness)
LEAD-001241,CLI-00236,,retail,LH,LH:East Commons,LH-SCR-002565,referral,2026-05-29,initial_inquiry,2026-06-01,2026-07-25,94,2,261157.5,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,reach,Seasonal Sale Promotion (Reach)
LEAD-001242,,Corner Goods,retail,LH,LH:North Terminus,LH-SCR-003788,website_form,2026-01-29,quote_sent,2026-02-06,2026-03-28,48,19,57543.94,144.24,109.24,0.3204,0,False,price_too_high,Client benchmarked against a cheaper media mix,conversion,Weekend Flash Sale (Conversion)
LEAD-001243,CLI-00196,,education,LH,LH:North Terminus,LH-SCR-002126,repeat_client_inquiry,2026-06-26,initial_inquiry,2026-06-27,2026-08-22,68,1,191479.66,,,,0,True,budget_mismatch,Indicated budget could not cover requested screen count,conversion,Scholarship Awareness (Conversion)
LEAD-001244,CLI-00104,,retail,LH,LH:Harborfront,LH-SCR-004050,trade_show,2026-03-24,negotiating,2026-04-09,2026-04-24,16,8,18437.93,98.02,101.73,-0.0365,2,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,reach,Seasonal Sale Promotion (Reach)
LEAD-001245,CLI-00512,,cpg,ACS,ACS:Windmere Park,ACS-SCR-000614,cold_outreach,2026-02-17,negotiating,2026-03-07,2026-03-19,7,1,5698.56,17.51,16.33,0.0723,3,True,went_with_competitor,Competitor offered a bundled multi-city rate,reach,Brand Awareness Campaign (Reach)
LEAD-001246,CLI-00145,,cpg,ACS,ACS:Cobblestone Village,ACS-SCR-000558,repeat_client_inquiry,2026-04-27,initial_inquiry,2026-04-29,2026-06-13,57,1,121850.57,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,reach,New Product Launch (Reach)
LEAD-001247,CLI-00186,,healthcare,ACS,ACS:Sunridge Acres,ACS-SCR-000049,repeat_client_inquiry,2025-08-28,initial_inquiry,2025-09-04,2025-10-22,17,12,73157.82,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,conversion,Flu Season Reminder (Conversion)
LEAD-001248,,Prime Outfitters,retail,LH,LH:Downtown Core,LH-SCR-003823,cold_outreach,2026-01-16,contract_sent,2026-02-21,2026-04-17,21,6,155110.36,100.53,92.79,0.0834,3,False,campaign_cancelled_internally,Client paused all marketing spend that quarter,reach,New Store Opening (Reach)
LEAD-001249,,Sterling Credit Union,finance,ACS,ACS:Windmere Park,ACS-SCR-000520,cold_outreach,2026-02-27,contract_sent,2026-04-16,2026-05-01,36,1,6347.12,24.11,,,5,False,inventory_unavailable,Requested screens already booked for the flight dates,awareness,Digital Banking Launch (Awareness)
LEAD-001250,,Pure Snacks,cpg,LH,LH:Harborfront,LH-SCR-005163,referral,2026-03-29,initial_inquiry,2026-04-04,2026-05-29,59,1,106903.42,,,,0,False,no_response_ghosted,Client stopped responding after initial call,conversion,New Product Launch (Conversion)
LEAD-001251,CLI-00199,,entertainment,ACS,ACS:Fallowfield,ACS-SCR-001669,repeat_client_inquiry,2025-09-23,verbal_agreement,2025-10-26,2025-12-14,27,10,12572.63,35.21,33.46,0.0523,3,False,campaign_cancelled_internally,Client paused all marketing spend that quarter,awareness,Concert Tour Announcement (Awareness)
LEAD-001252,,Metro Services,government,LH,LH:Downtown Core,LH-SCR-003806,website_form,2025-11-02,quote_sent,2025-11-05,2025-11-26,30,2,77129.2,135.97,109.43,0.2425,0,False,budget_mismatch,Indicated budget could not cover requested screen count,frequency,Civic Engagement Campaign (Frequency)
LEAD-001253,,Prime Retail Co,retail,LH,LH:Harborfront,LH-SCR-003644,website_form,2025-09-26,quote_sent,2025-09-29,2025-10-26,29,1,87447.58,61.28,,,0,False,timing_conflict,Requested flight overlapped a blackout period,conversion,Seasonal Sale Promotion (Conversion)
LEAD-001254,,Urban Goods,retail,LH,LH:North Terminus,LH-SCR-002873,repeat_client_inquiry,2026-07-06,initial_inquiry,2026-07-09,2026-07-27,46,1,109287.18,,,,0,False,timing_conflict,Client campaign timeline shifted and no longer aligned,awareness,New Store Opening (Awareness)
LEAD-001255,CLI-00390,,entertainment,DAT,DAT:Lakeside Loop,DAT-SCR-000253,referral,2026-06-27,initial_inquiry,2026-07-01,2026-08-04,123,1,165314.58,,,,0,True,no_response_ghosted,Client stopped responding after initial call,awareness,Streaming Series Launch (Awareness)
LEAD-001256,CLI-00064,,real_estate,DAT,DAT:Founders Square,DAT-SCR-002370,repeat_client_inquiry,2026-03-09,contract_sent,2026-04-29,2026-05-16,49,2,40546.56,65.05,,,4,False,creative_not_ready,Approval chain on creative took too long,awareness,Neighborhood Awareness (Awareness)
LEAD-001257,,Highstreet Outfitters,retail,ACS,ACS:Fallowfield,ACS-SCR-000311,referral,2026-05-28,contract_sent,2026-07-10,2026-07-20,22,3,4309.23,22.67,22.31,0.0161,3,False,contract_terms_disagreement,Legal review flagged liability clauses,frequency,Seasonal Sale Promotion (Frequency)
LEAD-001258,,Fresh Foods,cpg,ACS,ACS:Southgate Commons,ACS-SCR-000004,trade_show,2026-03-15,quote_sent,2026-03-20,2026-04-24,13,2,23529.57,51.66,43.9,0.1768,0,False,price_too_high,Rate card premium on hub screens broke the budget,conversion,Flavor Launch Promo (Conversion)
LEAD-001259,CLI-00520,,auto,ACS,ACS:Cobblestone Village,ACS-SCR-001513,website_form,2026-05-11,initial_inquiry,2026-05-18,2026-06-16,38,12,18488.3,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,awareness,New Model Launch (Awareness)
LEAD-001260,CLI-00035,,auto,LH,LH:Harborfront,LH-SCR-004071,repeat_client_inquiry,2026-04-06,quote_sent,2026-04-20,2026-05-31,23,1,29292.91,105.0,,,0,True,timing_conflict,Creative was not ready in time for requested start,frequency,Test Drive Promotion (Frequency)
LEAD-001261,,Neighbor Trust,nonprofit,DAT,DAT:Central Yard,DAT-SCR-003011,website_form,2026-01-02,negotiating,2026-01-20,2026-02-21,28,20,29177.41,131.32,130.42,0.0069,3,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,frequency,Community Support Campaign (Frequency)
LEAD-001262,,Metro Bureau,government,LH,LH:Market Quarter,LH-SCR-005080,website_form,2026-02-02,contract_sent,2026-04-02,2026-05-14,52,5,6338.74,92.61,93.26,-0.007,5,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,frequency,Transit Service Announcement (Frequency)
LEAD-001263,CLI-00472,,finance,LH,LH:Cathedral Heights,LH-SCR-002806,repeat_client_inquiry,2026-04-06,initial_inquiry,2026-04-10,2026-05-17,76,1,555505.72,,,,0,True,no_response_ghosted,Follow-up emails went unanswered,frequency,Credit Card Acquisition (Frequency)
LEAD-001264,CLI-00516,,telecom,DAT,DAT:Bellwood,DAT-SCR-002819,referral,2025-09-22,negotiating,2025-10-05,2025-11-09,42,2,132187.89,52.53,36.76,0.429,1,False,price_too_high,Client benchmarked against a cheaper media mix,reach,Unlimited Plan Promo (Reach)
LEAD-001265,CLI-00087,,telecom,DAT,DAT:Kestrel Heights,DAT-SCR-000264,referral,2025-10-06,negotiating,2025-11-05,2025-12-16,52,1,203014.55,38.27,39.48,-0.0306,1,False,contract_terms_disagreement,Legal review flagged liability clauses,reach,Bundle Offer Awareness (Reach)
LEAD-001266,CLI-00040,,technology,DAT,DAT:Lakeside Loop,DAT-SCR-000083,repeat_client_inquiry,2025-12-03,quote_sent,2025-12-14,2026-01-31,63,4,37362.21,43.11,,,0,False,inventory_unavailable,Requested screens already booked for the flight dates,awareness,Product Launch Campaign (Awareness)
LEAD-001267,CLI-00065,,technology,DAT,DAT:Lakeside Loop,DAT-SCR-000219,cold_outreach,2026-04-25,verbal_agreement,2026-05-31,2026-07-19,58,1,47935.23,51.99,35.94,0.4466,2,False,price_too_high,Quoted rate exceeded client ceiling,reach,Product Launch Campaign (Reach)
LEAD-001268,CLI-00175,,telecom,LH,LH:Cathedral Heights,LH-SCR-000037,repeat_client_inquiry,2025-10-04,initial_inquiry,2025-10-11,2025-11-05,32,4,10449.12,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,awareness,Device Trade-in Campaign (Awareness)
LEAD-001269,CLI-00416,,technology,LH,LH:Downtown Core,LH-SCR-000372,inbound_call,2026-07-30,initial_inquiry,2026-08-06,2026-09-13,108,1,189029.12,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,conversion,Product Launch Campaign (Conversion)
LEAD-001270,CLI-00005,,telecom,LH,LH:Harborfront,LH-SCR-003567,trade_show,2026-01-30,initial_inquiry,2026-02-03,2026-03-13,10,20,9913.19,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,frequency,Unlimited Plan Promo (Frequency)
LEAD-001271,CLI-00213,,education,ACS,ACS:Old Orchard,ACS-SCR-000234,cold_outreach,2026-07-05,initial_inquiry,2026-07-07,2026-08-29,50,14,51032.0,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,reach,Open House Announcement (Reach)
LEAD-001272,CLI-00234,,entertainment,LH,LH:Harborfront,LH-SCR-004905,repeat_client_inquiry,2026-08-13,initial_inquiry,2026-08-19,2026-09-04,19,1,48308.24,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,conversion,Ticket Sale Push (Conversion)
LEAD-001273,CLI-00127,,healthcare,LH,LH:East Commons,LH-SCR-003869,referral,2025-11-21,initial_inquiry,2025-11-22,2026-01-18,10,14,42450.29,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,awareness,Open Enrollment Campaign (Awareness)
LEAD-001274,CLI-00519,,government,DAT,DAT:Central Yard,DAT-SCR-002572,inbound_call,2026-06-05,initial_inquiry,2026-06-12,2026-07-29,52,1,31586.65,,,,0,False,budget_mismatch,Approved budget came in lower than initial ask,awareness,Civic Engagement Campaign (Awareness)
LEAD-001275,CLI-00380,,technology,LH,LH:Financial Row,LH-SCR-004377,repeat_client_inquiry,2026-04-07,verbal_agreement,2026-05-16,2026-06-14,47,1,587138.99,151.91,150.98,0.0062,3,False,contract_terms_disagreement,Legal review flagged liability clauses,reach,App Download Drive (Reach)
LEAD-001276,,Vital Healthcare Partners,healthcare,DAT,DAT:Union Flats,DAT-SCR-001740,website_form,2026-01-12,verbal_agreement,2026-02-18,2026-03-24,65,1,36132.5,69.58,,,2,False,inventory_unavailable,Requested screens already booked for the flight dates,reach,Open Enrollment Campaign (Reach)
LEAD-001277,CLI-00345,,finance,LH,LH:East Commons,LH-SCR-005390,repeat_client_inquiry,2025-10-24,initial_inquiry,2025-10-28,2025-12-12,46,10,42531.23,,,,0,False,timing_conflict,Creative was not ready in time for requested start,frequency,Wealth Management Campaign (Frequency)
LEAD-001278,,Corner Outfitters,retail,DAT,DAT:Milltown,DAT-SCR-000158,trade_show,2026-02-09,quote_sent,2026-02-12,2026-02-25,21,1,9427.28,31.68,,,0,False,inventory_unavailable,Corridor exclusivity request could not be honored,frequency,Loyalty Program Push (Frequency)
LEAD-001279,CLI-00154,,entertainment,LH,LH:Riverside Junction,LH-SCR-003099,inbound_call,2025-12-05,initial_inquiry,2025-12-06,2026-01-26,44,13,190145.03,,,,0,False,timing_conflict,Requested flight overlapped a blackout period,frequency,Streaming Series Launch (Frequency)
LEAD-001280,CLI-00063,,healthcare,DAT,DAT:Ashford Row,DAT-SCR-002650,cold_outreach,2025-11-24,initial_inquiry,2025-11-29,2026-01-04,63,8,133722.83,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,frequency,Flu Season Reminder (Frequency)
LEAD-001281,CLI-00247,,entertainment,DAT,DAT:Harrow Point,DAT-SCR-002247,repeat_client_inquiry,2026-03-12,initial_inquiry,2026-03-18,2026-05-12,13,18,38739.44,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,awareness,Movie Release Teaser (Awareness)
LEAD-001282,,Scholar Learning Center,education,ACS,ACS:Brookview,ACS-SCR-000352,referral,2025-12-15,quote_sent,2025-12-19,2026-01-15,24,4,107838.75,49.96,41.01,0.2182,0,False,budget_mismatch,Indicated budget could not cover requested screen count,awareness,Scholarship Awareness (Awareness)
LEAD-001283,,Nature Foods,cpg,ACS,ACS:Sunridge Acres,ACS-SCR-001721,cold_outreach,2026-06-16,quote_sent,2026-06-25,2026-08-21,47,14,169820.87,58.52,42.61,0.3734,0,False,price_too_high,Quoted rate exceeded client ceiling,reach,Brand Awareness Campaign (Reach)
LEAD-001284,CLI-00014,,telecom,DAT,DAT:Northbank,DAT-SCR-002328,inbound_call,2026-02-20,initial_inquiry,2026-02-23,2026-04-02,107,1,84522.19,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,awareness,Bundle Offer Awareness (Awareness)
LEAD-001285,,Grand Lodging,hospitality,DAT,DAT:Northbank,DAT-SCR-002486,inbound_call,2025-12-23,initial_inquiry,2025-12-24,2026-01-19,50,13,104023.17,,,,0,False,no_response_ghosted,Client stopped responding after initial call,awareness,New Property Launch (Awareness)
LEAD-001286,CLI-00070,,real_estate,LH,LH:Downtown Core,LH-SCR-004034,inbound_call,2026-01-17,initial_inquiry,2026-01-20,2026-02-14,42,1,368678.34,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,reach,Home Buying Fair Promo (Reach)
LEAD-001287,CLI-00187,,healthcare,DAT,DAT:Harrow Point,DAT-SCR-002684,repeat_client_inquiry,2026-07-25,quote_sent,2026-08-07,2026-09-18,21,11,60026.63,121.01,116.32,0.0403,0,True,went_with_competitor,Lost to a digital/social budget reallocation,awareness,New Clinic Announcement (Awareness)
LEAD-001288,CLI-00114,,hospitality,ACS,ACS:Fallowfield,ACS-SCR-001599,repeat_client_inquiry,2026-07-21,initial_inquiry,2026-07-26,2026-08-06,37,1,275100.21,,,,0,True,no_response_ghosted,Follow-up emails went unanswered,conversion,Seasonal Package Deal (Conversion)
LEAD-001289,CLI-00316,,technology,LH,LH:Cathedral Heights,LH-SCR-005658,repeat_client_inquiry,2025-09-09,initial_inquiry,2025-09-14,2025-09-29,22,14,9503.58,,,,0,True,budget_mismatch,Client budget was reallocated mid-quarter,awareness,Developer Conference Promo (Awareness)
LEAD-001290,CLI-00438,,cpg,ACS,ACS:Fallowfield,ACS-SCR-000235,website_form,2026-01-12,quote_sent,2026-01-24,2026-02-09,35,1,101732.51,29.06,20.32,0.4301,0,False,budget_mismatch,Indicated budget could not cover requested screen count,frequency,Brand Awareness Campaign (Frequency)
LEAD-001291,CLI-00518,,retail,ACS,ACS:Greenhollow,ACS-SCR-000367,repeat_client_inquiry,2026-05-21,initial_inquiry,2026-05-23,2026-07-18,48,20,13989.93,,,,0,False,no_response_ghosted,Client stopped responding after initial call,reach,New Store Opening (Reach)
LEAD-001292,CLI-00362,,auto,LH,LH:Cathedral Heights,LH-SCR-003389,repeat_client_inquiry,2026-06-19,verbal_agreement,2026-07-04,2026-08-27,37,1,74625.97,135.61,124.3,0.091,3,False,contract_terms_disagreement,Payment terms could not be aligned,frequency,EV Awareness Campaign (Frequency)
LEAD-001293,,Legacy Realty,real_estate,LH,LH:Uptown Crescent,LH-SCR-002817,inbound_call,2025-11-29,negotiating,2025-12-25,2026-01-19,39,13,117678.26,83.25,78.36,0.0624,1,True,contract_terms_disagreement,Payment terms could not be aligned,reach,Home Buying Fair Promo (Reach)
LEAD-001294,,Cinema Productions,entertainment,LH,LH:Cathedral Heights,LH-SCR-003542,trade_show,2026-08-03,initial_inquiry,2026-08-10,2026-10-02,12,8,83252.32,,,,0,True,targeting_mismatch,Audience profile was not a fit for offered screens,awareness,Streaming Series Launch (Awareness)
LEAD-001295,,Community Wellness Center,healthcare,ACS,ACS:Cobblestone Village,ACS-SCR-001517,cold_outreach,2026-01-30,quote_sent,2026-02-13,2026-03-05,21,9,112130.29,70.16,48.43,0.4487,0,False,price_too_high,Rate card premium on hub screens broke the budget,awareness,Preventive Care Awareness (Awareness)
LEAD-001296,,Neighbor Coalition,nonprofit,DAT,DAT:Lakeside Loop,DAT-SCR-000489,referral,2026-02-18,initial_inquiry,2026-02-21,2026-03-30,28,1,76681.35,,,,0,False,no_response_ghosted,Client stopped responding after initial call,conversion,Community Support Campaign (Conversion)
LEAD-001297,,Daily Beverages,cpg,ACS,ACS:Windmere Park,ACS-SCR-001443,website_form,2025-10-10,initial_inquiry,2025-10-16,2025-11-24,16,1,104312.48,,,,0,False,timing_conflict,Requested flight overlapped a blackout period,awareness,Sampling Event Tie-in (Awareness)
LEAD-001298,,Family Medical,healthcare,ACS,ACS:Old Orchard,ACS-SCR-000597,website_form,2026-06-15,initial_inquiry,2026-06-17,2026-07-12,44,15,26606.06,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,conversion,Open Enrollment Campaign (Conversion)
LEAD-001299,CLI-00189,,finance,LH,LH:Downtown Core,LH-SCR-002423,website_form,2025-09-13,quote_sent,2025-09-25,2025-11-13,28,18,119080.36,136.93,128.46,0.0659,0,True,went_with_competitor,Competitor offered a bundled multi-city rate,reach,Wealth Management Campaign (Reach)
LEAD-001300,,Prime Boutique,retail,DAT,DAT:Ashford Row,DAT-SCR-000062,cold_outreach,2026-05-16,initial_inquiry,2026-05-17,2026-06-28,42,19,73051.46,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,frequency,Seasonal Sale Promotion (Frequency)
LEAD-001301,CLI-00287,,nonprofit,LH,LH:Market Quarter,LH-SCR-003444,inbound_call,2026-03-26,initial_inquiry,2026-04-02,2026-04-27,19,7,5846.58,,,,0,False,timing_conflict,Client campaign timeline shifted and no longer aligned,conversion,Community Support Campaign (Conversion)
LEAD-001302,,Family Healthcare Partners,healthcare,LH,LH:Cathedral Heights,LH-SCR-000580,referral,2025-12-23,quote_sent,2025-12-28,2026-01-27,35,4,51756.18,121.04,97.55,0.2408,0,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Preventive Care Awareness (Awareness)
LEAD-001303,CLI-00101,,nonprofit,LH,LH:Uptown Crescent,LH-SCR-002696,trade_show,2026-01-25,initial_inquiry,2026-01-29,2026-03-03,40,3,6976.48,,,,0,False,no_response_ghosted,Client stopped responding after initial call,frequency,Fundraising Awareness (Frequency)
LEAD-001304,,Cornerstone Developments,real_estate,ACS,ACS:Windmere Park,ACS-SCR-000013,repeat_client_inquiry,2025-10-19,verbal_agreement,2025-11-23,2026-01-08,46,9,62649.82,33.92,31.8,0.0667,2,False,contract_terms_disagreement,Payment terms could not be aligned,frequency,Neighborhood Awareness (Frequency)
LEAD-001305,CLI-00387,,telecom,LH,LH:Market Quarter,LH-SCR-004499,repeat_client_inquiry,2026-04-12,verbal_agreement,2026-04-28,2026-05-24,14,10,11100.1,98.47,96.0,0.0257,3,True,went_with_competitor,Competitor offered a bundled multi-city rate,reach,Unlimited Plan Promo (Reach)
LEAD-001306,CLI-00482,,cpg,LH,LH:Riverside Junction,LH-SCR-000420,inbound_call,2026-07-16,negotiating,2026-08-04,2026-08-20,43,6,71705.59,51.91,39.83,0.3033,3,False,price_too_high,Rate card premium on hub screens broke the budget,awareness,Sampling Event Tie-in (Awareness)
LEAD-001307,,Harbor Hospitality Group,hospitality,ACS,ACS:Greenhollow,ACS-SCR-001344,cold_outreach,2026-02-03,initial_inquiry,2026-02-10,2026-03-22,35,1,68548.01,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,frequency,New Property Launch (Frequency)
LEAD-001308,,Care Healthcare Partners,healthcare,LH,LH:Financial Row,LH-SCR-004889,referral,2026-07-20,initial_inquiry,2026-07-26,2026-08-31,27,4,35214.31,,,,0,False,timing_conflict,Creative was not ready in time for requested start,awareness,Preventive Care Awareness (Awareness)
LEAD-001309,,Drive Automotive,auto,DAT,DAT:Harrow Point,DAT-SCR-002263,website_form,2026-01-15,initial_inquiry,2026-01-22,2026-03-04,7,2,26699.42,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,reach,Year-End Clearance Event (Reach)
LEAD-001310,CLI-00061,,auto,ACS,ACS:Old Orchard,ACS-SCR-000491,repeat_client_inquiry,2026-06-09,initial_inquiry,2026-06-16,2026-06-27,14,11,5201.23,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,frequency,New Model Launch (Frequency)
LEAD-001311,CLI-00430,,healthcare,ACS,ACS:Greenhollow,ACS-SCR-001307,repeat_client_inquiry,2026-07-16,verbal_agreement,2026-07-30,2026-09-13,37,1,24473.32,71.85,74.33,-0.0334,3,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,reach,Open Enrollment Campaign (Reach)
LEAD-001312,CLI-00157,,healthcare,ACS,ACS:Pine Hatch,ACS-SCR-001360,repeat_client_inquiry,2026-03-19,initial_inquiry,2026-03-23,2026-05-08,43,1,86536.47,,,,0,False,no_response_ghosted,Client stopped responding after initial call,reach,New Clinic Announcement (Reach)
LEAD-001313,,Prime Boutique,retail,LH,LH:East Commons,LH-SCR-003161,cold_outreach,2026-02-22,quote_sent,2026-03-03,2026-03-26,51,6,24812.78,94.55,67.37,0.4034,0,False,budget_mismatch,Client budget was reallocated mid-quarter,conversion,Weekend Flash Sale (Conversion)
LEAD-001314,,Vital Medical,healthcare,ACS,ACS:Old Orchard,ACS-SCR-000495,trade_show,2026-07-01,negotiating,2026-07-30,2026-09-11,52,1,37072.02,30.26,23.53,0.286,3,False,price_too_high,Quoted rate exceeded client ceiling,awareness,Flu Season Reminder (Awareness)
LEAD-001315,,Highstreet Goods,retail,ACS,ACS:Maple Grove,ACS-SCR-001567,cold_outreach,2026-06-14,initial_inquiry,2026-06-17,2026-07-16,33,16,53290.38,,,,0,False,timing_conflict,Requested flight overlapped a blackout period,conversion,Weekend Flash Sale (Conversion)
LEAD-001316,,Ledger Credit Union,finance,DAT,DAT:Lakeside Loop,DAT-SCR-000255,website_form,2026-01-20,initial_inquiry,2026-01-24,2026-03-01,31,15,6634.53,,,,0,False,budget_mismatch,Indicated budget could not cover requested screen count,awareness,Wealth Management Campaign (Awareness)
LEAD-001317,CLI-00386,,technology,LH,LH:Riverside Junction,LH-SCR-004806,cold_outreach,2025-09-24,negotiating,2025-10-14,2025-12-04,27,10,13641.75,60.8,41.5,0.4651,1,False,price_too_high,Client benchmarked against a cheaper media mix,conversion,Enterprise Awareness Push (Conversion)
LEAD-001318,CLI-00458,,retail,DAT,DAT:Lakeside Loop,DAT-SCR-002873,repeat_client_inquiry,2025-11-04,initial_inquiry,2025-11-09,2025-12-28,14,10,10510.38,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,conversion,Loyalty Program Push (Conversion)
LEAD-001319,CLI-00352,,healthcare,DAT,DAT:Milltown,DAT-SCR-002202,repeat_client_inquiry,2025-10-01,initial_inquiry,2025-10-06,2025-11-21,143,1,149933.44,,,,0,False,no_response_ghosted,Client stopped responding after initial call,frequency,New Clinic Announcement (Frequency)
LEAD-001320,,ByteWorks Systems,technology,LH,LH:Riverside Junction,LH-SCR-003736,inbound_call,2025-10-23,negotiating,2025-11-22,2026-01-16,44,9,9473.12,150.17,101.07,0.4858,2,False,price_too_high,Rate card premium on hub screens broke the budget,frequency,App Download Drive (Frequency)
LEAD-001321,,Community Coalition,nonprofit,ACS,ACS:Pine Hatch,ACS-SCR-000364,cold_outreach,2026-08-09,verbal_agreement,2026-08-19,2026-09-24,47,3,62560.54,35.97,25.07,0.4348,2,True,price_too_high,Client benchmarked against a cheaper media mix,conversion,Awareness Month Push (Conversion)
