poi_id,city_id,city_zone,name,poi_type,scale,est_daily_footfall,anchor_location_id,distance_to_location_km,distance_to_location_mi,is_network_hub,side_of_road,peak_daypart
DAT-POI-0103,DAT,Bellwood,Ivy Bellwood Galleria,shopping_mall,major,7288,DAT-LOC-0224,0.447,0.278,False,far_side,midday
DAT-POI-0104,DAT,Kestrel Heights,Union Kestrel Municipal Building,government_building,minor,223,DAT-LOC-0247,0.051,0.032,False,near_side,morning
DAT-POI-0105,DAT,Northbank,Northbank Shopping Center,shopping_mall,neighborhood,485,DAT-LOC-0280,0.42,0.261,False,near_side,afternoon
DAT-POI-0106,DAT,Founders Square,Founders Square Galleria,shopping_mall,major,6026,DAT-LOC-0059,0.185,0.115,True,far_side,evening
DAT-POI-0107,DAT,Founders Square,Heritage Founders Entertainment District,entertainment_district,neighborhood,2553,DAT-LOC-0059,0.287,0.178,True,far_side,evening
DAT-POI-0108,DAT,Founders Square,Founders Square City Hall,government_building,minor,267,DAT-LOC-0059,0.036,0.022,True,near_side,morning
DAT-POI-0109,DAT,Founders Square,Founders Square Market,grocery_anchor,flagship,11275,DAT-LOC-0059,0.738,0.459,True,near_side,afternoon
DAT-POI-0110,DAT,Ashford Row,Parkview Grocery & Provisions,grocery_anchor,flagship,5449,DAT-LOC-0032,0.363,0.226,True,far_side,evening
DAT-POI-0111,DAT,Ashford Row,Crescent Galleria,shopping_mall,neighborhood,468,DAT-LOC-0032,0.237,0.147,True,near_side,afternoon
DAT-POI-0112,DAT,Ashford Row,Grand Ashford Apartments,residential_tower,neighborhood,792,DAT-LOC-0032,0.181,0.112,True,near_side,morning
DAT-POI-0113,DAT,Central Yard,Central Yard Civic Center,government_building,neighborhood,5164,DAT-LOC-0211,0.265,0.165,True,far_side,midday
DAT-POI-0114,DAT,Central Yard,Metro Central Business Park,office_park,neighborhood,3289,DAT-LOC-0211,0.313,0.194,True,near_side,evening
DAT-POI-0115,DAT,Lakeside Loop,Cedar Lakeside College,university,minor,817,DAT-LOC-0228,0.074,0.046,False,near_side,morning
DAT-POI-0116,DAT,Harrow Point,Harrow Point Headquarters Campus,corporate_campus,minor,244,DAT-LOC-0285,0.063,0.039,False,near_side,midday
DAT-POI-0117,DAT,Kestrel Heights,Founders Landmark Tower,tourist_landmark,neighborhood,1317,DAT-LOC-0267,0.458,0.285,False,near_side,midday
DAT-POI-0118,DAT,Ashford Row,Ashford Row Apartments,residential_tower,neighborhood,633,DAT-LOC-0112,0.051,0.032,False,far_side,evening
DAT-POI-0119,DAT,Northbank,Crescent Residences,residential_tower,flagship,7034,DAT-LOC-0060,0.472,0.293,True,far_side,midday
DAT-POI-0120,DAT,Northbank,Founders Northbank Grocery & Provisions,grocery_anchor,flagship,7888,DAT-LOC-0060,0.534,0.332,True,near_side,evening
DAT-POI-0121,DAT,Northbank,Metro General Hospital,hospital,minor,260,DAT-LOC-0060,0.072,0.045,True,near_side,afternoon
DAT-POI-0122,DAT,Harrow Point,Crescent Harrow Business Park,office_park,major,1573,DAT-LOC-0155,0.204,0.127,False,far_side,evening
DAT-POI-0123,DAT,Lakeside Loop,Stone College,university,minor,343,DAT-LOC-0208,0.053,0.033,False,far_side,afternoon
DAT-POI-0124,DAT,Northbank,Central Civic Center,government_building,minor,170,DAT-LOC-0160,0.057,0.035,False,far_side,morning
DAT-POI-0125,DAT,Ashford Row,Metro Ashford Corporate Center,office_park,major,4575,DAT-LOC-0162,0.224,0.139,False,far_side,midday
DAT-POI-0126,DAT,Kestrel Heights,Summit Kestrel Health Pavilion,hospital,neighborhood,1179,DAT-LOC-0017,0.086,0.053,True,near_side,midday
DAT-POI-0127,DAT,Kestrel Heights,Kestrel Heights University,university,minor,354,DAT-LOC-0017,0.043,0.027,True,near_side,afternoon
DAT-POI-0128,DAT,Kestrel Heights,Landmark Theater Row,entertainment_district,major,2164,DAT-LOC-0017,0.153,0.095,True,far_side,afternoon
DAT-POI-0129,DAT,Lakeside Loop,Riverside General Hospital,hospital,flagship,11946,DAT-LOC-0068,0.337,0.209,False,near_side,afternoon
DAT-POI-0130,DAT,Central Yard,Central Yard Tech Campus,corporate_campus,neighborhood,4786,DAT-LOC-0051,0.064,0.04,True,far_side,morning
DAT-POI-0131,DAT,Central Yard,Central Yard Hotel & Conference Center,hotel_convention,flagship,35837,DAT-LOC-0051,0.663,0.412,True,far_side,morning
DAT-POI-0132,DAT,Central Yard,Metro Central Civic Center,government_building,major,12273,DAT-LOC-0051,0.067,0.042,True,far_side,night
DAT-POI-0133,DAT,Kestrel Heights,Kestrel Heights Office Commons,office_park,minor,113,DAT-LOC-0277,0.059,0.037,False,far_side,evening
DAT-POI-0134,DAT,Founders Square,Central Founders Market,grocery_anchor,major,6201,DAT-LOC-0229,0.287,0.178,False,near_side,morning
DAT-POI-0135,DAT,Central Yard,Union Central Tech Campus,corporate_campus,minor,484,DAT-LOC-0161,0.193,0.12,True,near_side,midday
DAT-POI-0136,DAT,Central Yard,Metro Convention Center,hotel_convention,neighborhood,5655,DAT-LOC-0161,0.245,0.152,True,far_side,evening
DAT-POI-0137,DAT,Kestrel Heights,Stone University,university,major,4310,DAT-LOC-0127,0.297,0.185,False,near_side,midday
DAT-POI-0138,DAT,Milltown,Milltown Civic Center,government_building,major,5087,DAT-LOC-0256,0.52,0.323,False,far_side,morning
DAT-POI-0139,DAT,Union Flats,Riverside Market,grocery_anchor,major,5889,DAT-LOC-0113,0.563,0.35,False,far_side,evening
DAT-POI-0140,DAT,Bellwood,Riverside Bellwood Residences,residential_tower,major,5004,DAT-LOC-0124,0.413,0.257,False,far_side,night
DAT-POI-0141,DAT,Union Flats,Union Flats Grocery & Provisions,grocery_anchor,neighborhood,868,DAT-LOC-0213,0.182,0.113,False,near_side,evening
DAT-POI-0142,DAT,Lakeside Loop,Lakeside Loop Grocery & Provisions,grocery_anchor,neighborhood,2052,DAT-LOC-0088,0.403,0.25,False,near_side,evening
DAT-POI-0143,DAT,Central Yard,Parkview Grand Hotel,hotel_convention,neighborhood,2612,DAT-LOC-0011,0.046,0.029,True,far_side,afternoon
DAT-POI-0144,DAT,Central Yard,Union Corporate Campus,corporate_campus,neighborhood,1612,DAT-LOC-0011,0.348,0.216,True,near_side,afternoon
DAT-POI-0145,DAT,Central Yard,South Central Museum,museum,minor,769,DAT-LOC-0011,0.18,0.112,True,far_side,midday
DAT-POI-0146,DAT,Milltown,Union Milltown Shopping Center,shopping_mall,minor,276,DAT-LOC-0196,0.252,0.157,False,near_side,midday
DAT-POI-0147,DAT,Milltown,Heritage Market,grocery_anchor,minor,352,DAT-LOC-0106,0.216,0.134,False,far_side,morning
DAT-POI-0148,DAT,Kestrel Heights,Heritage Kestrel Grocery & Provisions,grocery_anchor,flagship,4942,DAT-LOC-0257,0.748,0.465,False,far_side,morning
DAT-POI-0149,DAT,Founders Square,Grand Shopping Center,shopping_mall,minor,494,DAT-LOC-0049,0.222,0.138,False,near_side,evening
DAT-POI-0150,DAT,Founders Square,Founders Square Nightlife Quarter,entertainment_district,major,8032,DAT-LOC-0049,0.122,0.076,False,far_side,evening
DAT-POI-0151,DAT,Harrow Point,Parkview Gallery,museum,minor,251,DAT-LOC-0225,0.252,0.157,False,far_side,afternoon
DAT-POI-0152,DAT,Bellwood,Bellwood Institute of Technology,university,minor,847,DAT-LOC-0054,0.091,0.057,True,near_side,midday
DAT-POI-0153,DAT,Bellwood,Bellwood Theater Row,entertainment_district,neighborhood,2992,DAT-LOC-0054,0.152,0.094,True,near_side,midday
DAT-POI-0154,DAT,Bellwood,Bellwood Residences,residential_tower,neighborhood,1389,DAT-LOC-0054,0.044,0.027,True,far_side,evening
DAT-POI-0155,DAT,Central Yard,Central Yard Business Park,office_park,major,6109,DAT-LOC-0111,0.515,0.32,True,near_side,morning
DAT-POI-0156,DAT,Central Yard,Central Tech Campus,corporate_campus,major,11701,DAT-LOC-0111,0.082,0.051,True,far_side,midday
DAT-POI-0157,DAT,Bellwood,Bellwood Galleria,shopping_mall,flagship,16436,DAT-LOC-0094,0.447,0.278,False,near_side,midday
DAT-POI-0158,DAT,Ashford Row,Union Ashford University,university,neighborhood,592,DAT-LOC-0222,0.221,0.137,False,far_side,morning
DAT-POI-0159,DAT,Central Yard,Riverside Civic Center,government_building,minor,348,DAT-LOC-0151,0.044,0.027,True,far_side,morning
DAT-POI-0160,DAT,Central Yard,Founders Central Headquarters Campus,corporate_campus,minor,1349,DAT-LOC-0151,0.142,0.088,True,far_side,morning
DAT-POI-0161,DAT,Lakeside Loop,Central Lakeside Apartments,residential_tower,neighborhood,1306,DAT-LOC-0018,0.115,0.071,True,far_side,night
DAT-POI-0162,DAT,Lakeside Loop,Landmark Market,grocery_anchor,neighborhood,1511,DAT-LOC-0018,0.221,0.137,True,near_side,midday
DAT-POI-0163,DAT,Lakeside Loop,Riverside Plaza,tourist_landmark,major,8822,DAT-LOC-0018,0.334,0.208,True,far_side,afternoon
DAT-POI-0164,DAT,Lakeside Loop,Riverside Lakeside Market,grocery_anchor,major,5373,DAT-LOC-0218,0.148,0.092,False,far_side,afternoon
DAT-POI-0165,DAT,Lakeside Loop,Union Lakeside Business Park,office_park,major,6439,DAT-LOC-0238,0.279,0.173,False,far_side,evening
DAT-POI-0166,DAT,Central Yard,Central Yard Grand Hotel,hotel_convention,major,10090,DAT-LOC-0271,0.37,0.23,True,far_side,afternoon
DAT-POI-0167,DAT,Central Yard,Central Central Headquarters Campus,corporate_campus,neighborhood,4601,DAT-LOC-0271,0.186,0.116,True,near_side,evening
DAT-POI-0168,DAT,Kestrel Heights,Kestrel Heights Mall,shopping_mall,neighborhood,631,DAT-LOC-0037,0.053,0.033,True,near_side,afternoon
DAT-POI-0169,DAT,Kestrel Heights,South Business Park,office_park,minor,323,DAT-LOC-0037,0.081,0.05,True,near_side,midday
DAT-POI-0170,DAT,Kestrel Heights,Ivy Medical Center,hospital,neighborhood,575,DAT-LOC-0037,0.337,0.209,True,near_side,midday
DAT-POI-0171,DAT,Founders Square,Central Fresh Market,grocery_anchor,minor,505,DAT-LOC-0269,0.217,0.135,False,near_side,midday
DAT-POI-0172,DAT,Lakeside Loop,Lakeside Loop Municipal Building,government_building,major,4880,DAT-LOC-0288,0.498,0.309,False,far_side,afternoon
DAT-POI-0173,DAT,Harrow Point,Crescent Fresh Market,grocery_anchor,major,1997,DAT-LOC-0125,0.116,0.072,False,far_side,afternoon
DAT-POI-0174,DAT,Union Flats,Founders Union Mall,shopping_mall,flagship,9991,DAT-LOC-0163,0.463,0.288,False,far_side,evening
DAT-POI-0175,DAT,Founders Square,Harbor City Hall,government_building,major,3545,DAT-LOC-0199,0.726,0.451,False,near_side,night
DAT-POI-0176,DAT,Lakeside Loop,Ivy Lakeside Market,grocery_anchor,neighborhood,1384,DAT-LOC-0008,0.249,0.155,True,near_side,evening
DAT-POI-0177,DAT,Lakeside Loop,Cedar Lakeside Apartments,residential_tower,minor,645,DAT-LOC-0008,0.027,0.017,True,far_side,evening
DAT-POI-0178,DAT,Lakeside Loop,Lakeside Loop Medical Center,hospital,minor,754,DAT-LOC-0008,0.075,0.047,True,near_side,midday
DAT-POI-0179,DAT,Northbank,Northbank Galleria,shopping_mall,minor,219,DAT-LOC-0070,0.166,0.103,False,near_side,afternoon
DAT-POI-0180,DAT,Founders Square,Summit Nightlife Quarter,entertainment_district,neighborhood,1315,DAT-LOC-0009,0.249,0.155,True,far_side,evening
DAT-POI-0181,DAT,Founders Square,Founders Square Grocery & Provisions,grocery_anchor,minor,847,DAT-LOC-0009,0.126,0.078,True,near_side,evening
DAT-POI-0182,DAT,Founders Square,Founders Square Shopping Center,shopping_mall,neighborhood,2938,DAT-LOC-0009,0.25,0.155,True,far_side,afternoon
DAT-POI-0183,DAT,Lakeside Loop,Stone Lakeside Business Park,office_park,neighborhood,3531,DAT-LOC-0278,0.188,0.117,False,far_side,midday
DAT-POI-0184,DAT,Founders Square,Harbor Founders Theater Row,entertainment_district,neighborhood,1778,DAT-LOC-0239,0.427,0.265,False,far_side,evening
DAT-POI-0185,DAT,Founders Square,Founders Square Civic Center,government_building,minor,232,DAT-LOC-0109,0.045,0.028,False,far_side,morning
DAT-POI-0186,DAT,Ashford Row,North Mall,shopping_mall,neighborhood,1282,DAT-LOC-0012,0.185,0.115,True,far_side,evening
DAT-POI-0187,DAT,Ashford Row,Ashford Row Office Commons,office_park,minor,297,DAT-LOC-0012,0.035,0.022,True,far_side,night
DAT-POI-0188,DAT,Ashford Row,Ashford Row Apartments,residential_tower,minor,332,DAT-LOC-0012,0.167,0.104,True,near_side,night
DAT-POI-0189,DAT,Harrow Point,Grand Office Commons,office_park,neighborhood,726,DAT-LOC-0275,0.454,0.282,False,far_side,evening
DAT-POI-0190,DAT,Kestrel Heights,Cedar Kestrel Mall,shopping_mall,major,2698,DAT-LOC-0227,0.672,0.418,False,far_side,afternoon
DAT-POI-0191,DAT,Central Yard,Central Yard Fresh Market,grocery_anchor,major,12444,DAT-LOC-0001,0.474,0.295,True,far_side,afternoon
DAT-POI-0192,DAT,Central Yard,Metro Corporate Center,office_park,minor,525,DAT-LOC-0001,0.191,0.119,True,near_side,midday
DAT-POI-0193,DAT,Central Yard,Crescent Galleria,shopping_mall,neighborhood,4378,DAT-LOC-0001,0.278,0.173,True,far_side,evening
DAT-POI-0194,DAT,Central Yard,Central Yard Fresh Market,grocery_anchor,major,10374,DAT-LOC-0251,0.374,0.232,True,far_side,morning
DAT-POI-0195,DAT,Central Yard,Heritage Central Business Park,office_park,flagship,33620,DAT-LOC-0251,0.828,0.514,True,far_side,evening
DAT-POI-0196,DAT,Ashford Row,Crescent Historic District,tourist_landmark,major,3318,DAT-LOC-0102,0.272,0.169,False,far_side,afternoon
DAT-POI-0197,DAT,Milltown,Harbor Towers,residential_tower,neighborhood,924,DAT-LOC-0006,0.17,0.106,True,far_side,morning
DAT-POI-0198,DAT,Milltown,Milltown Mall,shopping_mall,major,4924,DAT-LOC-0006,0.241,0.15,True,far_side,afternoon
DAT-POI-0199,DAT,Milltown,Milltown Civic Center,government_building,major,7016,DAT-LOC-0006,0.098,0.061,True,far_side,midday
DAT-POI-0200,DAT,Milltown,Milltown General Hospital,hospital,minor,240,DAT-LOC-0006,0.014,0.009,True,near_side,afternoon
DAT-POI-0201,DAT,Lakeside Loop,Metro Lakeside University,university,neighborhood,2580,DAT-LOC-0198,0.287,0.178,False,near_side,afternoon
DAT-POI-0202,DAT,Central Yard,Cedar Business Park,office_park,neighborhood,2270,DAT-LOC-0281,0.306,0.19,True,near_side,morning
DAT-POI-0203,DAT,Central Yard,Riverside Central Tech Campus,corporate_campus,major,12916,DAT-LOC-0281,0.123,0.076,True,near_side,morning
DAT-POI-0204,DAT,Bellwood,Summit Grocery & Provisions,grocery_anchor,major,9002,DAT-LOC-0144,0.447,0.278,False,near_side,afternoon
DAT-POI-0205,DAT,Union Flats,Harbor Entertainment District,entertainment_district,minor,478,DAT-LOC-0143,0.289,0.18,False,near_side,night
DAT-POI-0206,DAT,Central Yard,Ivy Grocery & Provisions,grocery_anchor,minor,850,DAT-LOC-0191,0.16,0.099,True,far_side,afternoon
DAT-POI-0207,DAT,Central Yard,Central Yard Headquarters Campus,corporate_campus,neighborhood,3245,DAT-LOC-0191,0.228,0.142,True,near_side,morning
DAT-POI-0208,DAT,Central Yard,Central Yard Convention Center,hotel_convention,minor,1138,DAT-LOC-0231,0.203,0.126,True,near_side,morning
DAT-POI-0209,DAT,Central Yard,Cedar Business Park,office_park,minor,765,DAT-LOC-0231,0.026,0.016,True,far_side,morning
DAT-POI-0210,DAT,Bellwood,Founders University,university,minor,982,DAT-LOC-0034,0.123,0.076,True,near_side,afternoon
DAT-POI-0211,DAT,Bellwood,Bellwood Theater Row,entertainment_district,neighborhood,3179,DAT-LOC-0034,0.332,0.206,True,far_side,evening
DAT-POI-0212,DAT,Bellwood,Crescent Grocery & Provisions,grocery_anchor,neighborhood,2013,DAT-LOC-0034,0.083,0.052,True,far_side,afternoon
DAT-POI-0213,DAT,Bellwood,Harbor Bellwood Residences,residential_tower,major,5160,DAT-LOC-0034,0.223,0.139,True,near_side,evening
DAT-POI-0214,DAT,Northbank,Central Northbank Corporate Center,office_park,neighborhood,430,DAT-LOC-0180,0.247,0.153,False,near_side,night
DAT-POI-0215,DAT,Harrow Point,Cedar Harrow Office Commons,office_park,minor,305,DAT-LOC-0015,0.066,0.041,True,far_side,midday
DAT-POI-0216,DAT,Harrow Point,Metro Harrow Municipal Building,government_building,major,2211,DAT-LOC-0015,0.552,0.343,True,near_side,midday
DAT-POI-0217,DAT,Harrow Point,North Corporate Campus,corporate_campus,major,2028,DAT-LOC-0015,0.473,0.294,True,near_side,night
DAT-POI-0218,DAT,Harrow Point,Grand Grand Hotel,hotel_convention,major,3259,DAT-LOC-0015,0.466,0.29,True,far_side,afternoon
DAT-POI-0219,DAT,Kestrel Heights,Ivy Kestrel Nightlife Quarter,entertainment_district,minor,122,DAT-LOC-0167,0.285,0.177,False,near_side,evening
DAT-POI-0220,DAT,Central Yard,Central Yard Corporate Center,office_park,neighborhood,2155,DAT-LOC-0131,0.304,0.189,True,far_side,evening
DAT-POI-0221,DAT,Central Yard,Crescent Central Tech Campus,corporate_campus,minor,978,DAT-LOC-0131,0.06,0.037,True,near_side,midday
DAT-POI-0222,DAT,Bellwood,Summit Theater Row,entertainment_district,neighborhood,2110,DAT-LOC-0024,0.295,0.183,True,near_side,evening
DAT-POI-0223,DAT,Bellwood,Bellwood University,university,major,7325,DAT-LOC-0024,0.166,0.103,True,far_side,midday
DAT-POI-0224,DAT,Bellwood,Bellwood Galleria,shopping_mall,major,5411,DAT-LOC-0024,0.355,0.221,True,near_side,evening
DAT-POI-0225,DAT,Milltown,South Milltown Civic Center,government_building,minor,196,DAT-LOC-0126,0.056,0.035,False,far_side,midday
DAT-POI-0226,DAT,Union Flats,Union Flats Entertainment District,entertainment_district,flagship,10159,DAT-LOC-0053,0.871,0.541,False,far_side,evening
DAT-POI-0227,DAT,Union Flats,Grand Union Towers,residential_tower,minor,492,DAT-LOC-0053,0.087,0.054,False,far_side,morning
DAT-POI-0228,DAT,Northbank,Northbank Apartments,residential_tower,major,3052,DAT-LOC-0030,0.348,0.216,False,near_side,midday
DAT-POI-0229,DAT,Northbank,Northbank Entertainment District,entertainment_district,major,2315,DAT-LOC-0030,0.168,0.104,False,far_side,night
DAT-POI-0230,DAT,Bellwood,Central Institute of Technology,university,major,5861,DAT-LOC-0114,0.525,0.326,False,near_side,morning
DAT-POI-0231,DAT,Bellwood,Metro Shopping Center,shopping_mall,major,4370,DAT-LOC-0134,0.125,0.078,False,near_side,midday
DAT-POI-0232,DAT,Harrow Point,Crescent Shopping Center,shopping_mall,neighborhood,832,DAT-LOC-0235,0.215,0.134,False,near_side,evening
DAT-POI-0233,DAT,Union Flats,Harbor Galleria,shopping_mall,major,2342,DAT-LOC-0043,0.153,0.095,True,far_side,evening
DAT-POI-0234,DAT,Union Flats,Union Flats Fresh Market,grocery_anchor,major,4977,DAT-LOC-0043,0.143,0.089,True,near_side,afternoon
DAT-POI-0235,DAT,Union Flats,Union Flats Corporate Center,office_park,neighborhood,657,DAT-LOC-0043,0.341,0.212,True,far_side,morning
DAT-POI-0236,DAT,Union Flats,Grand Union Historic District,tourist_landmark,minor,411,DAT-LOC-0043,0.109,0.068,True,near_side,morning
DAT-POI-0237,DAT,Founders Square,Founders Square Municipal Building,government_building,neighborhood,1266,DAT-LOC-0039,0.099,0.062,False,near_side,morning
DAT-POI-0238,DAT,Founders Square,Founders Square Towers,residential_tower,minor,860,DAT-LOC-0039,0.092,0.057,False,near_side,midday
DAT-POI-0239,DAT,Bellwood,Metro Bellwood Towers,residential_tower,minor,874,DAT-LOC-0174,0.26,0.162,False,far_side,evening
DAT-POI-0240,DAT,Northbank,Stone Towers,residential_tower,neighborhood,597,DAT-LOC-0290,0.223,0.139,False,near_side,night
DAT-POI-0241,DAT,Harrow Point,Ivy Corporate Center,office_park,neighborhood,1447,DAT-LOC-0295,0.199,0.124,False,far_side,morning
DAT-POI-0242,DAT,Northbank,Northbank University,university,minor,313,DAT-LOC-0130,0.272,0.169,False,near_side,night
DAT-POI-0243,DAT,Harrow Point,Summit Harrow Mall,shopping_mall,major,2292,DAT-LOC-0195,0.512,0.318,False,far_side,afternoon
DAT-POI-0244,DAT,Ashford Row,Stone Towers,residential_tower,major,3543,DAT-LOC-0202,0.403,0.25,False,near_side,night
DAT-POI-0245,DAT,Founders Square,Founders Square Municipal Building,government_building,neighborhood,1226,DAT-LOC-0029,0.339,0.211,True,far_side,afternoon
DAT-POI-0246,DAT,Founders Square,Founders Square Market,grocery_anchor,major,4852,DAT-LOC-0029,0.287,0.178,True,near_side,evening
DAT-POI-0247,DAT,Founders Square,Stone Founders Nightlife Quarter,entertainment_district,neighborhood,1894,DAT-LOC-0029,0.237,0.147,True,near_side,afternoon
DAT-POI-0248,DAT,Harrow Point,Summit Harrow Gallery,museum,minor,123,DAT-LOC-0145,0.044,0.027,False,near_side,night
DAT-POI-0249,DAT,Northbank,Northbank Municipal Building,government_building,major,1677,DAT-LOC-0270,0.753,0.468,False,near_side,afternoon
DAT-POI-0250,DAT,Harrow Point,Cedar Fresh Market,grocery_anchor,major,2120,DAT-LOC-0205,0.311,0.193,False,near_side,afternoon
DAT-POI-0251,DAT,Milltown,South Civic Center,government_building,major,3310,DAT-LOC-0136,0.488,0.303,False,near_side,morning
DAT-POI-0252,DAT,Milltown,Milltown Towers,residential_tower,minor,390,DAT-LOC-0216,0.059,0.037,False,near_side,morning
DAT-POI-0253,DAT,Harrow Point,North Corporate Campus,corporate_campus,neighborhood,838,DAT-LOC-0135,0.043,0.027,False,far_side,night
DAT-POI-0254,DAT,Central Yard,Central Yard Hotel & Conference Center,hotel_convention,neighborhood,2160,DAT-LOC-0021,0.198,0.123,True,far_side,midday
DAT-POI-0255,DAT,Central Yard,Central Yard Business Park,office_park,minor,901,DAT-LOC-0021,0.163,0.101,True,near_side,evening
DAT-POI-0256,DAT,Central Yard,Central Yard Headquarters Campus,corporate_campus,minor,1144,DAT-LOC-0021,0.078,0.048,True,near_side,morning
DAT-POI-0257,DAT,Lakeside Loop,Founders Lakeside Landmark Tower,tourist_landmark,major,7107,DAT-LOC-0268,0.458,0.285,False,far_side,afternoon
DAT-POI-0258,DAT,Central Yard,Grand Central Municipal Building,government_building,major,12756,DAT-LOC-0221,0.486,0.302,True,near_side,morning
DAT-POI-0259,DAT,Central Yard,Metro Corporate Campus,corporate_campus,minor,449,DAT-LOC-0221,0.012,0.007,True,far_side,morning
DAT-POI-0260,DAT,Milltown,Crescent Milltown Fresh Market,grocery_anchor,minor,310,DAT-LOC-0056,0.108,0.067,True,near_side,midday
DAT-POI-0261,DAT,Milltown,Union Milltown Apartments,residential_tower,neighborhood,2023,DAT-LOC-0056,0.059,0.037,True,near_side,morning
DAT-POI-0262,DAT,Milltown,Harbor Civic Center,government_building,neighborhood,1732,DAT-LOC-0056,0.25,0.155,True,near_side,midday
DAT-POI-0263,DAT,Milltown,Milltown Nightlife Quarter,entertainment_district,minor,423,DAT-LOC-0056,0.144,0.089,True,near_side,evening
DAT-POI-0264,DAT,Central Yard,Central Yard City Hall,government_building,major,7201,DAT-LOC-0201,0.255,0.158,True,far_side,morning
DAT-POI-0265,DAT,Central Yard,Stone Central Corporate Center,office_park,minor,908,DAT-LOC-0201,0.155,0.096,True,near_side,night
DAT-POI-0266,DAT,Lakeside Loop,Cedar Lakeside Nightlife Quarter,entertainment_district,minor,589,DAT-LOC-0138,0.164,0.102,False,near_side,afternoon
DAT-POI-0267,DAT,Central Yard,Central Yard Shopping Center,shopping_mall,minor,1155,DAT-LOC-0121,0.195,0.121,True,near_side,evening
DAT-POI-0268,DAT,Central Yard,Crescent Central Business Park,office_park,minor,534,DAT-LOC-0121,0.152,0.094,True,near_side,evening
DAT-POI-0269,DAT,Central Yard,Heritage Corporate Campus,corporate_campus,major,12174,DAT-LOC-0141,0.262,0.163,True,near_side,evening
DAT-POI-0270,DAT,Central Yard,Parkview Market,grocery_anchor,minor,949,DAT-LOC-0141,0.147,0.091,True,near_side,midday
DAT-POI-0271,DAT,Kestrel Heights,Central Health Pavilion,hospital,neighborhood,1629,DAT-LOC-0107,0.464,0.288,False,near_side,midday
DAT-POI-0272,DAT,Ashford Row,South Grocery & Provisions,grocery_anchor,neighborhood,1279,DAT-LOC-0272,0.044,0.027,False,near_side,morning
DAT-POI-0273,DAT,Milltown,Summit Galleria,shopping_mall,neighborhood,1115,DAT-LOC-0156,0.149,0.093,False,near_side,afternoon
DAT-POI-0274,DAT,Kestrel Heights,Metro Market,grocery_anchor,neighborhood,1405,DAT-LOC-0117,0.07,0.043,False,near_side,night
DAT-POI-0275,DAT,Northbank,Founders Office Commons,office_park,neighborhood,1062,DAT-LOC-0040,0.042,0.026,True,near_side,evening
DAT-POI-0276,DAT,Northbank,Northbank City Hall,government_building,minor,276,DAT-LOC-0040,0.106,0.066,True,near_side,midday
DAT-POI-0277,DAT,Northbank,Harbor Entertainment District,entertainment_district,neighborhood,863,DAT-LOC-0040,0.042,0.026,True,near_side,night
DAT-POI-0278,DAT,Union Flats,Crescent Union Towers,residential_tower,flagship,11254,DAT-LOC-0223,0.174,0.108,False,far_side,morning
DAT-POI-0279,DAT,Harrow Point,Harbor Harrow Tech Campus,corporate_campus,major,2792,DAT-LOC-0035,0.181,0.112,True,near_side,afternoon
DAT-POI-0280,DAT,Harrow Point,Crescent Galleria,shopping_mall,major,3193,DAT-LOC-0035,0.115,0.071,True,near_side,evening
DAT-POI-0281,DAT,Harrow Point,Summit Harrow Corporate Center,office_park,major,2514,DAT-LOC-0035,0.16,0.099,True,far_side,morning
DAT-POI-0282,DAT,Harrow Point,Central Tech Campus,corporate_campus,minor,365,DAT-LOC-0185,0.037,0.023,False,near_side,evening
DAT-POI-0283,DAT,Kestrel Heights,Founders Kestrel City Hall,government_building,neighborhood,1596,DAT-LOC-0057,0.108,0.067,True,near_side,morning
DAT-POI-0284,DAT,Kestrel Heights,Central Residences,residential_tower,neighborhood,1025,DAT-LOC-0057,0.277,0.172,True,far_side,morning
DAT-POI-0285,DAT,Kestrel Heights,Kestrel Heights Medical Center,hospital,neighborhood,1491,DAT-LOC-0057,0.244,0.152,True,far_side,afternoon
DAT-POI-0286,DAT,Kestrel Heights,Stone Shopping Center,shopping_mall,minor,237,DAT-LOC-0057,0.097,0.06,True,near_side,afternoon
DAT-POI-0287,DAT,Lakeside Loop,Central Lakeside Market,grocery_anchor,minor,365,DAT-LOC-0158,0.046,0.029,False,near_side,afternoon
DAT-POI-0288,DAT,Harrow Point,Parkview Office Commons,office_park,flagship,4273,DAT-LOC-0095,0.61,0.379,False,near_side,morning
DAT-POI-0289,DAT,Founders Square,Landmark Founders Theater Row,entertainment_district,neighborhood,1159,DAT-LOC-0289,0.066,0.041,False,near_side,evening
DAT-POI-0290,DAT,Milltown,Harbor Theater Row,entertainment_district,minor,637,DAT-LOC-0236,0.144,0.089,False,near_side,evening
DAT-POI-0291,DAT,Northbank,Landmark Towers,residential_tower,major,3444,DAT-LOC-0200,0.452,0.281,False,near_side,night
DAT-POI-0292,DAT,Kestrel Heights,Stone Theater Row,entertainment_district,major,4364,DAT-LOC-0177,0.261,0.162,False,far_side,afternoon
DAT-POI-0293,DAT,Northbank,Northbank Shopping Center,shopping_mall,major,2760,DAT-LOC-0080,0.635,0.395,False,far_side,morning
DAT-POI-0294,DAT,Central Yard,Central Yard Convention Center,hotel_convention,minor,377,DAT-LOC-0181,0.181,0.112,True,near_side,morning
